Name,Photo,Overall,Potential,Value,Wage,Age,Height,InternationalReputation
M. Cash,https://cdn.sofifa.org/players/4/19/227174.png,70,81,3.1,19,20,5'10,1
P. Huntington,https://cdn.sofifa.org/players/4/19/170342.png,70,70,1.3,8,30,6'3,1
A. Paločević,https://cdn.sofifa.org/players/4/19/244582.png,70,75,2.3,6,24,5'11,1
L. Sequeira,https://cdn.sofifa.org/players/4/19/240743.png,70,78,2.6,8,23,5'8,1
A. Bouka Moutou,https://cdn.sofifa.org/players/4/19/184935.png,70,70,1.3,8,29,5'9,1
I. Saadi,https://cdn.sofifa.org/players/4/19/197480.png,70,71,2.1,12,26,5'11,1
J. Shackell,https://cdn.sofifa.org/players/4/19/139368.png,70,70,NA,10,34,6'4,1
D. Wheater,https://cdn.sofifa.org/players/4/19/165736.png,70,70,1.2,6,31,6'5,1
L. Tomlin,https://cdn.sofifa.org/players/4/19/172904.png,70,70,1.7,25,29,5'11,1
N. Viola,https://cdn.sofifa.org/players/4/19/173160.png,70,70,1.8,4,28,5'11,1
O. Shevchenko,https://cdn.sofifa.org/players/4/19/244584.png,70,72,1.5,1,26,6'2,1
Marlinito Dias,https://cdn.sofifa.org/players/4/19/230249.png,70,70,NA,14,34,6'2,1
Marc Cardona,https://cdn.sofifa.org/players/4/19/236393.png,70,79,2.8,57,22,6'0,1
J. Rivierez,https://cdn.sofifa.org/players/4/19/200298.png,70,70,1.3,5,29,6'0,1
A. Crescenzi,https://cdn.sofifa.org/players/4/19/200810.png,70,71,1.7,3,26,5'10,1
José Arnáiz,https://cdn.sofifa.org/players/4/19/231530.png,70,79,2.7,13,23,5'9,1
L. Giannetti,https://cdn.sofifa.org/players/4/19/215147.png,70,76,2.1,7,24,6'0,1
R. Boffin,https://cdn.sofifa.org/players/4/19/178283.png,70,70,1.1,8,30,6'5,1
R. Ramírez,https://cdn.sofifa.org/players/4/19/212332.png,70,70,1.8,3,28,5'7,1
D. von Ballmoos,https://cdn.sofifa.org/players/4/19/219244.png,70,79,2.1,8,23,6'4,1
T. Carson,https://cdn.sofifa.org/players/4/19/166764.png,70,70,1.1,4,30,6'1,1
T. Tawatha,https://cdn.sofifa.org/players/4/19/208493.png,70,70,1.5,16,26,5'8,1
J. Martins Pereira,https://cdn.sofifa.org/players/4/19/169069.png,70,70,NA,5,32,6'0,1
P. Gallagher,https://cdn.sofifa.org/players/4/19/162926.png,70,70,1,9,33,6'1,1
M. Morrison,https://cdn.sofifa.org/players/4/19/188782.png,70,70,1.3,14,30,6'0,1
C. Fierro,https://cdn.sofifa.org/players/4/19/192110.png,70,74,2.3,12,23,5'9,1
Bruno Moreira,https://cdn.sofifa.org/players/4/19/210031.png,70,70,1.7,6,30,6'1,1
F. Ayité,https://cdn.sofifa.org/players/4/19/188271.png,70,70,1.7,31,29,5'9,1
F. Zuculini,https://cdn.sofifa.org/players/4/19/190575.png,70,70,1.8,8,27,5'9,2
J. Morrow,https://cdn.sofifa.org/players/4/19/198000.png,70,70,1.3,5,30,5'9,1
Vítor Gonçalves,https://cdn.sofifa.org/players/4/19/218736.png,70,71,2.1,7,26,5'8,1
Wei Shihao,https://cdn.sofifa.org/players/4/19/223344.png,70,75,2.4,9,23,5'10,1
J. Cuffaut,https://cdn.sofifa.org/players/4/19/199537.png,70,70,1.3,4,30,5'11,1
Y. Touzghar,https://cdn.sofifa.org/players/4/19/203889.png,70,70,1.6,6,31,5'10,1
L. Evans,https://cdn.sofifa.org/players/4/19/213105.png,70,75,2.3,7,23,6'1,1
Luan Sendeiro,https://cdn.sofifa.org/players/4/19/236145.png,70,70,1.5,13,26,5'11,1
Iriome,https://cdn.sofifa.org/players/4/19/180593.png,70,70,1.6,6,31,6'1,1
J. Cortés,https://cdn.sofifa.org/players/4/19/186993.png,70,70,1.8,12,28,5'7,1
E. Bologna,https://cdn.sofifa.org/players/4/19/142962.png,70,70,NA,6,36,6'2,1
A. Batalla,https://cdn.sofifa.org/players/4/19/227186.png,70,78,2,8,22,6'1,1
M. Formica,https://cdn.sofifa.org/players/4/19/192370.png,70,70,1.7,11,30,5'10,1
J. Robinson,https://cdn.sofifa.org/players/4/19/199027.png,70,75,2,20,24,5'11,1
Matheus Cunha,https://cdn.sofifa.org/players/4/19/240243.png,70,85,3.8,14,19,6'0,1
M. George,https://cdn.sofifa.org/players/4/19/229748.png,70,75,2.4,12,24,6'2,1
Nino,https://cdn.sofifa.org/players/4/19/113524.png,70,70,NA,4,38,5'7,2
X. Kouassi,https://cdn.sofifa.org/players/4/19/198517.png,70,70,1.4,16,28,5'8,1
G. Kerk,https://cdn.sofifa.org/players/4/19/225653.png,70,75,2.4,10,22,5'9,1
J. Bacuna,https://cdn.sofifa.org/players/4/19/226677.png,70,77,2.5,18,20,5'10,1
Y. Boli,https://cdn.sofifa.org/players/4/19/228981.png,70,73,2.3,7,24,5'11,1
Lasure,https://cdn.sofifa.org/players/4/19/236405.png,70,77,2.1,5,24,5'9,1
J. Van Rankin,https://cdn.sofifa.org/players/4/19/208502.png,70,74,1.9,10,25,5'10,1
S. Luperto,https://cdn.sofifa.org/players/4/19/220534.png,70,80,2.5,19,21,6'3,1
Pita,https://cdn.sofifa.org/players/4/19/164470.png,70,70,NA,5,33,6'2,1
Dani Jiménez,https://cdn.sofifa.org/players/4/19/194934.png,70,72,1.5,5,28,5'10,1
J. Williams,https://cdn.sofifa.org/players/4/19/198776.png,70,74,2.3,23,24,5'6,1
Philipe Sampaio,https://cdn.sofifa.org/players/4/19/224376.png,70,77,2.1,6,23,6'3,1
D. Sow,https://cdn.sofifa.org/players/4/19/229752.png,70,82,3.1,9,21,6'0,1
Sevinho Santos,https://cdn.sofifa.org/players/4/19/230520.png,70,70,1.7,17,30,5'11,1
M. Pajač,https://cdn.sofifa.org/players/4/19/234873.png,70,72,2.2,16,25,6'1,1
J. Domínguez,https://cdn.sofifa.org/players/4/19/177273.png,70,70,1.3,13,30,5'9,1
J. Wurtz,https://cdn.sofifa.org/players/4/19/210042.png,70,71,2.1,12,26,6'0,1
Derley,https://cdn.sofifa.org/players/4/19/219514.png,70,70,1.7,8,30,6'0,1
C. Coosemans,https://cdn.sofifa.org/players/4/19/200059.png,70,73,1.6,8,25,6'1,1
Gabriel Xavier,https://cdn.sofifa.org/players/4/19/219771.png,70,74,2.3,5,24,5'6,1
H. Moukoudi,https://cdn.sofifa.org/players/4/19/228732.png,70,81,2.7,3,20,6'3,1
N. Dyer,https://cdn.sofifa.org/players/4/19/173436.png,70,70,1.7,16,30,5'6,2
H. Menosse,https://cdn.sofifa.org/players/4/19/216701.png,70,70,1.2,8,31,6'1,1
César Arzo,https://cdn.sofifa.org/players/4/19/146558.png,70,70,1,5,32,6'0,1
M. Manotas,https://cdn.sofifa.org/players/4/19/222590.png,70,77,2.5,5,22,5'11,1
Waguininho,https://cdn.sofifa.org/players/4/19/232318.png,70,70,1.8,6,28,5'10,1
A. Jędrzejczyk,https://cdn.sofifa.org/players/4/19/177790.png,70,70,1.3,6,30,6'2,1
C. Diandy,https://cdn.sofifa.org/players/4/19/196991.png,70,71,1.7,8,27,6'1,1
J. Toledo,https://cdn.sofifa.org/players/4/19/198783.png,70,70,1.4,8,32,6'2,1
W. Zahibo,https://cdn.sofifa.org/players/4/19/206207.png,70,75,2,4,24,6'3,1
J. Dudziak,https://cdn.sofifa.org/players/4/19/206463.png,70,75,2,8,22,5'9,1
P. Franco,https://cdn.sofifa.org/players/4/19/212351.png,70,72,1.7,22,27,6'0,1
R. Jenssen,https://cdn.sofifa.org/players/4/19/177279.png,70,70,1.6,4,30,5'8,1
Dodô,https://cdn.sofifa.org/players/4/19/234112.png,70,83,2.9,2,19,5'5,1
M. Donald,https://cdn.sofifa.org/players/4/19/183936.png,70,70,1.7,9,29,6'0,1
A. Sissoko,https://cdn.sofifa.org/players/4/19/189568.png,70,70,1.4,10,28,6'0,1
Renato Chaves,https://cdn.sofifa.org/players/4/19/189824.png,70,70,1.4,13,28,6'1,1
M. Odubajo,https://cdn.sofifa.org/players/4/19/202113.png,70,74,1.9,18,24,5'10,1
W. Vaulks,https://cdn.sofifa.org/players/4/19/208769.png,70,72,1.8,15,24,5'11,1
Y. Al Shehri,https://cdn.sofifa.org/players/4/19/209281.png,70,70,1.8,21,28,5'5,1
D. Cerén,https://cdn.sofifa.org/players/4/19/217217.png,70,70,1.4,5,28,5'10,1
E. Arango,https://cdn.sofifa.org/players/4/19/221313.png,70,76,2.4,1,24,5'7,1
C. Mandanne,https://cdn.sofifa.org/players/4/19/163713.png,70,70,1.1,5,33,5'7,1
C. Traoré,https://cdn.sofifa.org/players/4/19/240257.png,70,78,2.2,10,23,5'9,1
F. Acuña,https://cdn.sofifa.org/players/4/19/187265.png,70,70,1.7,5,30,5'6,1
D. Aleksić,https://cdn.sofifa.org/players/4/19/190593.png,70,71,2,9,27,6'0,1
L. Boyce,https://cdn.sofifa.org/players/4/19/201346.png,70,71,2.1,7,27,6'0,1
J. Scowen,https://cdn.sofifa.org/players/4/19/203138.png,70,76,2.1,6,25,5'10,1
J. Murillo,https://cdn.sofifa.org/players/4/19/228738.png,70,79,2.7,3,22,5'7,1
J. San Román,https://cdn.sofifa.org/players/4/19/179842.png,70,70,1.3,7,29,5'8,1
S. Štilić,https://cdn.sofifa.org/players/4/19/188546.png,70,70,1.7,5,30,6'0,1
M. Yıldırım,https://cdn.sofifa.org/players/4/19/223107.png,70,72,1.4,6,27,6'3,1
Gus Ledes,https://cdn.sofifa.org/players/4/19/204676.png,70,73,1.9,5,25,5'8,1
R. Alioui,https://cdn.sofifa.org/players/4/19/205188.png,70,73,2.2,12,26,6'1,1
V. Huerta,https://cdn.sofifa.org/players/4/19/214404.png,70,73,1.9,3,24,6'1,1
S. Kaya,https://cdn.sofifa.org/players/4/19/167812.png,70,73,1.8,1,27,6'0,1
S. Delev,https://cdn.sofifa.org/players/4/19/205701.png,70,70,1.8,5,28,5'7,1
K. Ehizibue,https://cdn.sofifa.org/players/4/19/225669.png,70,75,2,5,23,6'2,1
D. Larsson,https://cdn.sofifa.org/players/4/19/176773.png,70,70,1.6,10,31,5'9,1
B. Urribarri,https://cdn.sofifa.org/players/4/19/178565.png,70,70,1.2,8,31,5'9,1
D. Williams,https://cdn.sofifa.org/players/4/19/203398.png,70,72,1.8,20,25,5'11,1
J. García,https://cdn.sofifa.org/players/4/19/178566.png,70,70,1.1,8,31,6'0,1
L. Cattermole,https://cdn.sofifa.org/players/4/19/169607.png,70,70,1.3,8,30,5'10,2
P. Álvarez,https://cdn.sofifa.org/players/4/19/158088.png,70,70,NA,9,34,5'10,1
A. Putsila,https://cdn.sofifa.org/players/4/19/186504.png,70,70,1.6,12,31,5'11,2
K. Kanatsızkuş,https://cdn.sofifa.org/players/4/19/232329.png,70,77,2.6,8,21,6'3,1
Momo,https://cdn.sofifa.org/players/4/19/146058.png,70,70,NA,5,35,5'10,1
E. Godoy,https://cdn.sofifa.org/players/4/19/215178.png,70,77,2.1,6,24,6'0,1
C. Bovo,https://cdn.sofifa.org/players/4/19/105866.png,70,70,NA,2,35,5'11,2
J. Meredith,https://cdn.sofifa.org/players/4/19/173450.png,70,70,1.3,8,30,5'10,1
B. Henning,https://cdn.sofifa.org/players/4/19/239498.png,70,79,2.4,6,23,5'8,1
O. Petrák,https://cdn.sofifa.org/players/4/19/204939.png,70,73,1.8,12,26,6'1,1
B. Röcker,https://cdn.sofifa.org/players/4/19/205451.png,70,70,1.4,14,28,6'6,1
R. Cardozo,https://cdn.sofifa.org/players/4/19/211339.png,70,70,0,0,28,5'7,1
M. Duelund,https://cdn.sofifa.org/players/4/19/225931.png,70,78,2.6,1,21,5'11,1
M. Seuntjens,https://cdn.sofifa.org/players/4/19/204684.png,70,72,2.1,9,26,6'2,1
Nilson Padilho,https://cdn.sofifa.org/players/4/19/236172.png,70,70,1.7,10,30,6'0,1
G. Gómez,https://cdn.sofifa.org/players/4/19/174732.png,70,70,NA,1,34,6'0,1
Dai Lin,https://cdn.sofifa.org/players/4/19/182412.png,70,70,1.3,10,30,6'3,1
M. Budimir,https://cdn.sofifa.org/players/4/19/208269.png,70,70,1.4,1,32,6'4,1
Javi Lara,https://cdn.sofifa.org/players/4/19/193421.png,70,70,1.3,6,32,5'10,1
Alef,https://cdn.sofifa.org/players/4/19/213902.png,70,76,2.1,1,23,6'1,1
J. Palacios,https://cdn.sofifa.org/players/4/19/221582.png,70,70,1.4,3,28,5'10,1
C. Henao,https://cdn.sofifa.org/players/4/19/224142.png,70,70,1.4,3,29,6'2,1
C. Yambéré,https://cdn.sofifa.org/players/4/19/225934.png,70,72,1.7,8,27,6'3,1
O. Dramé,https://cdn.sofifa.org/players/4/19/205711.png,70,71,2.1,5,25,5'9,1
S. Michel,https://cdn.sofifa.org/players/4/19/212879.png,70,70,1.9,8,27,5'10,1
S. Özcan,https://cdn.sofifa.org/players/4/19/235407.png,70,85,3.9,9,20,5'11,1
M. Correia,https://cdn.sofifa.org/players/4/19/193679.png,70,70,1.4,7,29,6'1,1
J. Harrison,https://cdn.sofifa.org/players/4/19/232080.png,70,81,3.1,37,21,5'9,1
F. Diabaté,https://cdn.sofifa.org/players/4/19/236944.png,70,78,2.6,27,22,5'9,1
E. Torres,https://cdn.sofifa.org/players/4/19/199569.png,70,73,2.3,12,25,6'0,1
R. Improta,https://cdn.sofifa.org/players/4/19/210833.png,70,74,2.3,3,24,5'10,1
N. Hauptmann,https://cdn.sofifa.org/players/4/19/234385.png,70,80,2.9,10,22,5'9,1
A. Bouhaddouz,https://cdn.sofifa.org/players/4/19/188305.png,70,70,1.6,10,31,6'2,1
S. Ubilla,https://cdn.sofifa.org/players/4/19/214418.png,70,70,1.9,8,27,5'8,1
Francisco Ramos,https://cdn.sofifa.org/players/4/19/229522.png,70,78,2.6,5,23,6'1,1
J. Roa,https://cdn.sofifa.org/players/4/19/214163.png,70,71,2.1,3,26,5'8,1
K. N'Doram,https://cdn.sofifa.org/players/4/19/229011.png,70,79,2.4,24,22,6'1,1
J. Torunarigha,https://cdn.sofifa.org/players/4/19/236947.png,70,81,2.7,10,20,6'2,1
C. Deac,https://cdn.sofifa.org/players/4/19/199572.png,70,70,0,0,32,5'10,1
Marc Gual,https://cdn.sofifa.org/players/4/19/236692.png,70,77,2.5,9,22,6'0,1
B. Samudio,https://cdn.sofifa.org/players/4/19/244628.png,70,78,2.7,8,22,5'11,1
S. Bassong,https://cdn.sofifa.org/players/4/19/172949.png,70,70,1.2,7,31,6'2,2
S. Manolev,https://cdn.sofifa.org/players/4/19/193685.png,70,70,0,0,32,6'1,2
A. Letellier,https://cdn.sofifa.org/players/4/19/199574.png,70,71,1.4,9,27,6'4,2
I. Ezekiel,https://cdn.sofifa.org/players/4/19/208022.png,70,74,2.4,8,24,5'10,1
C. Oliveira Souza,https://cdn.sofifa.org/players/4/19/238486.png,70,79,2.7,5,22,5'8,1
J. Palmieri,https://cdn.sofifa.org/players/4/19/182166.png,70,70,1.2,4,31,5'7,1
M. Larrondo,https://cdn.sofifa.org/players/4/19/184982.png,70,70,1.8,14,29,6'3,1
J. Colback,https://cdn.sofifa.org/players/4/19/193942.png,70,70,1.4,23,28,5'10,1
T. Kister,https://cdn.sofifa.org/players/4/19/203159.png,70,70,1.2,4,31,6'4,1
N. Omladič,https://cdn.sofifa.org/players/4/19/226711.png,70,70,1.8,7,28,5'11,1
P. Cuadra,https://cdn.sofifa.org/players/4/19/235927.png,70,79,2.8,11,23,5'5,1
I. Plastun,https://cdn.sofifa.org/players/4/19/243863.png,70,71,1.7,11,27,6'4,1
W. Dutoit,https://cdn.sofifa.org/players/4/19/212632.png,70,70,1.2,7,29,5'11,1
M. Matvienko,https://cdn.sofifa.org/players/4/19/229528.png,70,80,2.5,1,22,6'0,1
A. Chatzigiovanis,https://cdn.sofifa.org/players/4/19/236696.png,70,78,2.6,1,21,5'9,1
M. Ardemagni,https://cdn.sofifa.org/players/4/19/172696.png,70,70,1.6,3,31,6'1,1
A. Pearce,https://cdn.sofifa.org/players/4/19/178584.png,70,70,1.4,22,29,6'2,1
E. Imorou,https://cdn.sofifa.org/players/4/19/188824.png,70,70,1.3,12,29,5'11,1
M. Franke,https://cdn.sofifa.org/players/4/19/203161.png,70,74,1.9,14,25,6'4,1
F. Falco,https://cdn.sofifa.org/players/4/19/210329.png,70,71,2.1,3,26,5'7,1
L. Villalba,https://cdn.sofifa.org/players/4/19/214937.png,70,75,2,9,23,5'10,1
Tiago Lopes,https://cdn.sofifa.org/players/4/19/240281.png,70,70,1.3,8,29,5'11,1
Diogo Viana,https://cdn.sofifa.org/players/4/19/188313.png,70,70,1.4,4,28,5'9,1
M. El Kabir,https://cdn.sofifa.org/players/4/19/189849.png,70,70,1.8,14,29,5'9,1
O. Nguette,https://cdn.sofifa.org/players/4/19/211099.png,70,75,2.4,5,23,6'0,1
A. Engin,https://cdn.sofifa.org/players/4/19/229019.png,70,82,3.2,4,21,5'11,1
J. Ortiz,https://cdn.sofifa.org/players/4/19/165787.png,70,70,NA,9,34,5'11,1
S. Khelifi,https://cdn.sofifa.org/players/4/19/204701.png,70,75,2.4,8,24,5'8,1
J. Reine-Adélaïde,https://cdn.sofifa.org/players/4/19/228509.png,70,82,3.2,11,20,6'0,1
K. Kronholm,https://cdn.sofifa.org/players/4/19/186781.png,70,70,1,6,32,6'2,1
N. Ninković,https://cdn.sofifa.org/players/4/19/212126.png,70,78,2.6,3,23,6'0,1
M. Gakpa,https://cdn.sofifa.org/players/4/19/225950.png,70,73,2.3,4,24,6'0,1
Eber Bessa,https://cdn.sofifa.org/players/4/19/227230.png,70,72,2.1,4,26,5'6,1
C. Valencia,https://cdn.sofifa.org/players/4/19/176542.png,70,70,1.1,3,33,5'8,1
B. Mokulu,https://cdn.sofifa.org/players/4/19/187038.png,70,70,1.8,3,28,6'2,1
D. Johnson,https://cdn.sofifa.org/players/4/19/201887.png,70,73,2.2,8,25,5'9,1
D. Marney,https://cdn.sofifa.org/players/4/19/152991.png,70,70,NA,6,34,5'10,1
M. Kieftenbeld,https://cdn.sofifa.org/players/4/19/199584.png,70,71,1.6,15,28,5'10,1
P. Heise,https://cdn.sofifa.org/players/4/19/211872.png,70,71,1.6,10,27,6'0,1
A. Rudko,https://cdn.sofifa.org/players/4/19/244384.png,70,74,1.6,1,26,6'3,1
L. Mchedlidze,https://cdn.sofifa.org/players/4/19/186272.png,70,70,1.8,9,28,6'4,1
H. Al Moqahwi,https://cdn.sofifa.org/players/4/19/209569.png,70,70,1.7,20,30,5'8,1
S. Fletcher,https://cdn.sofifa.org/players/4/19/164769.png,70,70,1.6,17,31,6'1,2
K. Danso,https://cdn.sofifa.org/players/4/19/237985.png,70,80,2.4,5,19,6'3,1
C. Tiffert,https://cdn.sofifa.org/players/4/19/45473.png,70,70,NA,3,36,6'0,1
T. Asano,https://cdn.sofifa.org/players/4/19/232610.png,70,75,2.4,39,23,5'8,1
G. Torres,https://cdn.sofifa.org/players/4/19/174754.png,70,70,1.8,4,29,5'11,1
S. Napoleoni,https://cdn.sofifa.org/players/4/19/178594.png,70,70,1.4,14,32,5'10,1
A. Konradsen,https://cdn.sofifa.org/players/4/19/187042.png,70,70,1.8,5,27,6'0,1
K. Günter,https://cdn.sofifa.org/players/4/19/204451.png,70,75,2,8,23,6'0,1
S. Medojević,https://cdn.sofifa.org/players/4/19/207523.png,70,70,1.5,10,27,6'0,2
Anuar,https://cdn.sofifa.org/players/4/19/225699.png,70,77,2.1,9,23,5'8,1
Sastre,https://cdn.sofifa.org/players/4/19/170915.png,70,70,1.3,13,32,5'9,1
G. Pinzi,https://cdn.sofifa.org/players/4/19/164.png,70,70,NA,2,37,5'11,2
Jona,https://cdn.sofifa.org/players/4/19/198564.png,70,70,1.8,7,29,6'0,1
Daniel Amora,https://cdn.sofifa.org/players/4/19/202404.png,70,70,1.3,11,30,6'1,1
P. Toranzo,https://cdn.sofifa.org/players/4/19/142756.png,70,70,NA,7,36,5'10,1
Carlinhos,https://cdn.sofifa.org/players/4/19/209828.png,70,74,2.3,8,24,5'11,1
E. Hestad,https://cdn.sofifa.org/players/4/19/211365.png,70,77,2.5,5,23,6'0,1
Fernando,https://cdn.sofifa.org/players/4/19/244389.png,70,84,3.8,1,19,5'9,1
S. Adamyan,https://cdn.sofifa.org/players/4/19/218534.png,70,73,2.3,7,25,6'0,1
Fede,https://cdn.sofifa.org/players/4/19/223654.png,70,79,2.4,7,21,5'9,1
Nathan Otávio,https://cdn.sofifa.org/players/4/19/244646.png,70,70,1.4,6,28,6'1,1
M. Wittek,https://cdn.sofifa.org/players/4/19/224423.png,70,78,2.2,5,22,5'8,1
Rafa Navarro,https://cdn.sofifa.org/players/4/19/235943.png,70,77,2.1,10,24,5'8,1
N. Taylor,https://cdn.sofifa.org/players/4/19/173735.png,70,70,1.3,11,29,5'9,2
M. Schäffler,https://cdn.sofifa.org/players/4/19/189607.png,70,70,1.8,6,29,6'2,1
E. Ávila,https://cdn.sofifa.org/players/4/19/228520.png,70,77,2.5,11,24,5'8,1
A. Mazzotta,https://cdn.sofifa.org/players/4/19/194216.png,70,70,1.4,3,28,6'0,1
P. Frankowski,https://cdn.sofifa.org/players/4/19/212138.png,70,76,2.4,5,23,5'9,1
P. Budkivskyi,https://cdn.sofifa.org/players/4/19/213930.png,70,72,2.2,5,26,6'5,1
J. Flum,https://cdn.sofifa.org/players/4/19/188586.png,70,70,1.3,10,30,6'3,1
Y. Ngbakoto,https://cdn.sofifa.org/players/4/19/192938.png,70,71,2.1,13,26,5'8,1
R. Bonevacia,https://cdn.sofifa.org/players/4/19/200107.png,70,70,1.9,6,26,5'7,1
K. Shibasaki,https://cdn.sofifa.org/players/4/19/232619.png,70,70,1.1,7,33,5'9,1
D. Lainez,https://cdn.sofifa.org/players/4/19/237995.png,70,82,2.9,14,18,5'6,1
M. Navarrete,https://cdn.sofifa.org/players/4/19/214700.png,70,71,1.7,2,26,5'10,1
F. Valiani,https://cdn.sofifa.org/players/4/19/169388.png,70,70,NA,2,37,5'8,1
J. Maghoma,https://cdn.sofifa.org/players/4/19/169644.png,70,70,1.7,16,30,5'10,1
Alex López,https://cdn.sofifa.org/players/4/19/172716.png,70,70,1.6,4,30,5'10,1
Hernán,https://cdn.sofifa.org/players/4/19/202413.png,70,70,1.8,6,27,5'11,1
A. Werner,https://cdn.sofifa.org/players/4/19/215213.png,70,78,2,15,22,6'4,1
B. Bjarnason,https://cdn.sofifa.org/players/4/19/175789.png,70,70,1.6,11,30,6'0,2
Pichu Atienza,https://cdn.sofifa.org/players/4/19/198062.png,70,72,1.7,6,28,6'3,1
F. Campos,https://cdn.sofifa.org/players/4/19/214446.png,70,77,2.1,4,24,5'10,1
Christian Rivera,https://cdn.sofifa.org/players/4/19/229038.png,70,79,2.4,4,20,6'3,1
Johannesson,https://cdn.sofifa.org/players/4/19/229039.png,70,75,2,5,24,5'9,1
C. Acevedo,https://cdn.sofifa.org/players/4/19/235183.png,70,79,2.1,7,22,6'0,1
A. Budimir,https://cdn.sofifa.org/players/4/19/188335.png,70,70,1.9,3,26,6'3,2
J. Troisi,https://cdn.sofifa.org/players/4/19/172208.png,70,70,1.7,6,29,5'9,1
A. Tuia,https://cdn.sofifa.org/players/4/19/188336.png,70,72,1.7,3,28,6'0,1
V. Pálsson,https://cdn.sofifa.org/players/4/19/190640.png,70,72,1.7,8,27,6'1,1
M. Tahrat,https://cdn.sofifa.org/players/4/19/229041.png,70,70,1.4,6,28,6'4,1
E. Korkmaz,https://cdn.sofifa.org/players/4/19/144306.png,70,70,NA,6,35,6'0,1
Jeong Jae Yong,https://cdn.sofifa.org/players/4/19/213170.png,70,70,1.5,5,27,6'2,1
L. Mousset,https://cdn.sofifa.org/players/4/19/221618.png,70,75,2.4,29,22,6'0,1
C. Michelin,https://cdn.sofifa.org/players/4/19/236466.png,70,81,2.7,10,21,5'10,1
F. Ojo,https://cdn.sofifa.org/players/4/19/184242.png,70,71,2.1,7,26,5'10,1
Jeong Woon,https://cdn.sofifa.org/players/4/19/211635.png,70,70,1.7,4,29,5'11,1
M. Bodmer,https://cdn.sofifa.org/players/4/19/51123.png,70,70,NA,8,35,6'3,2
K. Smith,https://cdn.sofifa.org/players/4/19/189619.png,70,71,2,23,27,5'9,1
A. Wisdom,https://cdn.sofifa.org/players/4/19/201908.png,70,75,2,20,25,6'1,1
S. Doi,https://cdn.sofifa.org/players/4/19/232884.png,70,71,2.1,8,26,5'8,1
Thiago Carleto,https://cdn.sofifa.org/players/4/19/187572.png,70,70,1.3,19,29,5'10,1
D. Stracqualursi,https://cdn.sofifa.org/players/4/19/206005.png,70,70,1.7,8,30,6'3,1
C. Maxwell,https://cdn.sofifa.org/players/4/19/209333.png,70,73,1.5,7,27,6'1,1
Alberto Martín,https://cdn.sofifa.org/players/4/19/212405.png,70,70,1.4,6,29,5'10,1
S. Birnbaum,https://cdn.sofifa.org/players/4/19/221621.png,70,70,1.5,5,27,6'1,1
J. Dilrosun,https://cdn.sofifa.org/players/4/19/224949.png,70,86,3.9,11,20,5'9,1
A. Kali,https://cdn.sofifa.org/players/4/19/203446.png,70,71,1.7,5,27,5'8,1
D. Fox,https://cdn.sofifa.org/players/4/19/158902.png,70,70,1,24,32,6'0,1
L. Castro,https://cdn.sofifa.org/players/4/19/231862.png,70,71,2.1,3,26,5'9,1
I. Nedelcearu,https://cdn.sofifa.org/players/4/19/242614.png,70,78,0,0,22,6'3,1
A. Orión,https://cdn.sofifa.org/players/4/19/142775.png,70,70,NA,2,37,6'2,1
D. Milošević,https://cdn.sofifa.org/players/4/19/221367.png,70,75,2.4,9,23,6'0,1
J. Minala,https://cdn.sofifa.org/players/4/19/222391.png,70,76,2.4,17,21,6'0,1
S. Çinaz,https://cdn.sofifa.org/players/4/19/199352.png,70,70,1,8,32,6'2,1
A. Turan,https://cdn.sofifa.org/players/4/19/195256.png,70,72,1.8,8,26,5'9,1
S. Dursun,https://cdn.sofifa.org/players/4/19/220089.png,70,72,1.8,9,26,6'2,1
C. Leemans,https://cdn.sofifa.org/players/4/19/224185.png,70,75,2.3,6,22,6'2,1
Kwon Soon Hyung,https://cdn.sofifa.org/players/4/19/191673.png,70,70,1.3,4,32,5'9,1
Errasti,https://cdn.sofifa.org/players/4/19/201146.png,70,70,1.3,6,30,5'11,1
M. Camporese,https://cdn.sofifa.org/players/4/19/201914.png,70,71,1.7,2,26,6'1,1
M. Al Buraik,https://cdn.sofifa.org/players/4/19/221370.png,70,73,1.8,17,25,5'8,1
J. de Wijs,https://cdn.sofifa.org/players/4/19/224186.png,70,74,2,12,23,6'2,1
Murilo Freitas,https://cdn.sofifa.org/players/4/19/235706.png,70,80,2.9,6,22,5'9,1
W. Rémy,https://cdn.sofifa.org/players/4/19/188602.png,70,71,1.7,6,27,6'0,1
C. Valenzuela,https://cdn.sofifa.org/players/4/19/214459.png,70,73,2.2,3,26,5'4,1
F. Pizzini,https://cdn.sofifa.org/players/4/19/214971.png,70,73,2.3,10,24,5'10,1
A. Ignjovski,https://cdn.sofifa.org/players/4/19/193211.png,70,70,1.5,8,27,5'9,2
M. El-Munir,https://cdn.sofifa.org/players/4/19/217532.png,70,73,1.8,5,26,5'10,1
R. Del Castillo,https://cdn.sofifa.org/players/4/19/231612.png,70,77,2.5,14,22,5'8,1
M. Diaby,https://cdn.sofifa.org/players/4/19/241852.png,70,85,3.7,19,18,5'7,1
G. Garza,https://cdn.sofifa.org/players/4/19/198589.png,70,71,1.7,5,26,5'8,1
L. Jans,https://cdn.sofifa.org/players/4/19/206269.png,70,72,1.8,4,25,5'10,1
Aguza,https://cdn.sofifa.org/players/4/19/219837.png,70,75,2,5,25,5'9,1
